N,mean_hat,mean_se,mean_ci_low,mean_ci_high,mean_ci_halfwidth,mean_abs_err,var_hat,var_se,var_ci_low,var_ci_high,var_ci_halfwidth,var_abs_err
5000,2.4864138234492996,0.027062656446541437,2.4167050399424217,2.5561226069561775,0.06970878350687792,0.021929696465172732,3.661936869717654,0.09588950873105977,3.414941863225282,3.9089318762100262,0.24699500649237205,0.05477458933950219
10000,2.4831739819703196,0.019473060528368582,2.4330147020315662,2.533333261909073,0.050159279938753354,0.01868985498619269,3.7920008634150646,0.07381504680328826,3.601865902816321,3.9821358240138083,0.19013496059874369,0.07528940435790821
50000,2.471071041682111,0.008674282258114618,2.448727571254405,2.493414512109817,0.022343470427705903,0.006586914697984003,3.7621586346721023,0.03350818435339903,3.6758472715058983,3.8484699978383063,0.08631136316620402,0.045447175614945934
100000,2.4703956056630045,0.006090352999010647,2.454707895939196,2.486083315386813,0.015687709723808396,0.005911478678877646,3.709239965255799,0.022059024313390234,3.652419684021671,3.766060246489927,0.05682028123412808,0.007471493801357365
500000,2.460423173353646,0.002726967570820041,2.4533989703749004,2.467447376332392,0.0070242029787457305,0.004060953630480757,3.718176066152077,0.010017639711041977,3.69237233623198,3.743979796072174,0.02580372992009705,0.001464607094920467
1000000,2.462170009191702,0.0019259889838513678,2.4572089903287853,2.467131028054619,0.004961018862916777,0.0023141177924248524,3.7094335659168243,0.007057450180863113,3.6912547789326204,3.727612352901028,0.018178786984203832,0.0072778931403321145
